ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes
2020-09-02 15:02:00.336380005,Cde9is2KxtOFabBbzl,10.8.0.117,47828,147.32.83.230,8000,tcp,http,110.144505,339,133,RSTR,ShADTadfr,7,1038,7,505
2020-09-02 15:01:02.626322985,CnJ79x4juoPxV9NMW8,10.8.0.117,47814,147.32.83.230,8000,tcp,http,212.904819,268,311,SF,ShADTadfF,12,1168,4,539
2020-09-02 15:01:27.708635092,CtCYjh1iQvaBV7zgZ1,10.8.0.117,47824,147.32.83.230,8000,tcp,http,187.822612,268,311,SF,ShADTadfF,12,1168,4,539
2020-09-02 15:01:52.771239996,Ctq0ZM2pGM8l5HdQS6,10.8.0.117,47826,147.32.83.230,8000,tcp,http,162.760059,561,524,SF,ShADTadfF,14,1565,5,804
2020-09-02 15:04:35.531975031,ChjTGfCYX8iZHQor3,10.8.0.117,47836,147.32.83.230,8000,tcp,,3.002901,0,0,S0,S,3,180,0,0
2020-09-02 15:04:36.655855894,C70aPRt7qxD06fhwb,10.8.0.117,47838,147.32.83.230,8000,tcp,,3.004138,0,0,S0,S,3,180,0,0
2020-09-02 15:04:42.543544054,CziMkj0z43CeoNInk,10.8.0.117,47836,147.32.83.230,8000,tcp,,,,,S0,S,1,60,0,0
2020-09-02 15:04:42.975665092,CP61Y74whQS6dssUkb,10.8.0.117,47814,147.32.83.230,8000,tcp,,,,,SH,F,1,52,0,0
2020-09-02 15:04:42.975727081,CVdNxOOjc3Zq3d9Je,10.8.0.117,47824,147.32.83.230,8000,tcp,,,,,SH,F,1,52,0,0
2020-09-02 15:04:43.095604897,CzUDDK1vilgRnw4A0k,10.8.0.117,47826,147.32.83.230,8000,tcp,,,,,SH,F,1,52,0,0
2020-09-02 15:04:43.664560080,CwrUNR1GqXPX6txeig,10.8.0.117,47838,147.32.83.230,8000,tcp,,,,,S0,S,1,60,0,0
2020-09-02 15:04:47.915528059,C6AE8u2Tc7ql7ucWRg,10.8.0.117,47840,147.32.83.230,8000,tcp,,3.000461,0,0,S0,S,3,180,0,0
2020-09-02 15:04:50.422406912,CXgVhfoMMPPFhuNQj,10.8.0.117,47814,147.32.83.230,8000,tcp,,,,,SH,F,1,52,0,0
2020-09-02 15:04:50.422466040,CxNuD43JldfSlZSKS2,10.8.0.117,47824,147.32.83.230,8000,tcp,,,,,SH,F,1,52,0,0
2020-09-02 15:04:50.699218035,C0jBpYJfbrfwVjM5j,10.8.0.117,47826,147.32.83.230,8000,tcp,,,,,SH,F,1,52,0,0
2020-09-02 15:04:54.978638887,C0TAKK3WUGogNwKFEg,10.8.0.117,47840,147.32.83.230,8000,tcp,,,,,S0,S,1,60,0,0
2020-09-02 15:05:03.010387897,C3awF9SRj49Tyqm26,10.8.0.117,47842,147.32.83.230,8000,tcp,,3.078755,0,0,S0,S,3,180,0,0
2020-09-02 15:05:05.280303955,CmnwUO1jHiMvRxyCQ1,10.8.0.117,47814,147.32.83.230,8000,tcp,,,,,SH,F,1,52,0,0
2020-09-02 15:05:05.280363083,CdU3e740dG2zy9YoIa,10.8.0.117,47824,147.32.83.230,8000,tcp,,,,,SH,F,1,52,0,0
2020-09-02 15:05:05.856285095,CTwjVW2YRuobxyIfWl,10.8.0.117,47826,147.32.83.230,8000,tcp,,,,,SH,F,1,52,0,0
2020-09-02 15:05:10.096129894,CKXgAU3ds4M42sjdN2,10.8.0.117,47842,147.32.83.230,8000,tcp,,,,,S0,S,1,60,0,0
2020-09-02 15:05:18.057976961,ChiktV2JuORhUGIcn7,10.8.0.117,47844,147.32.83.230,8000,tcp,,3.042646,0,0,S0,S,3,180,0,0
2020-09-02 15:05:25.157262087,CtA8Yo4OqOxu5oYwEd,10.8.0.117,47844,147.32.83.230,8000,tcp,,,,,S0,S,1,60,0,0
2020-09-02 15:05:33.142225981,ClIlnU1NvzVSpYWooi,10.8.0.117,47846,147.32.83.230,8000,tcp,,3.234064,0,0,S0,S,3,180,0,0
2020-09-02 15:05:35.040365934,CVIw3B3M8bppM6xL82,10.8.0.117,47814,147.32.83.230,8000,tcp,,,,,SH,F,1,52,0,0
2020-09-02 15:05:35.040438890,CIFZON22bFsrYpPju1,10.8.0.117,47824,147.32.83.230,8000,tcp,,,,,SH,F,1,52,0,0
2020-09-02 15:05:36.128385066,CglHXT3xDOXBb070r4,10.8.0.117,47826,147.32.83.230,8000,tcp,,,,,SH,F,1,52,0,0
2020-09-02 15:05:40.384413004,ChkTa51Ta5ecXxvZp,10.8.0.117,47846,147.32.83.230,8000,tcp,,,,,S0,S,1,60,0,0
2020-09-02 15:05:48.329981089,CpLBJ01KLCZtfoF3P,10.8.0.117,47848,147.32.83.230,8000,tcp,,3.002893,0,0,S0,S,3,180,0,0
2020-09-02 15:01:19.472568989,CKXsYh3y0qnu6IP8bg,10.8.0.117,56338,104.244.42.194,443,tcp,ssl,300.223022,2400,1730,SF,ShADadFfR,42,4568,25,3038
2020-09-02 15:06:49.881388903,CxiOjp3VtpNSThvdS7,10.8.0.117,14121,8.8.8.8,53,udp,dns,0.009203,37,53,SF,Dd,1,65,1,81
2020-09-02 15:06:50.076596975,CoAD3A1x63MSoQbbbj,10.8.0.117,26982,8.8.8.8,53,udp,dns,0.009029,37,53,SF,Dd,1,65,1,81
2020-09-02 15:06:50.240808964,CKbPzpWdWOGdrwMaj,10.8.0.1,3,10.8.0.117,4,icmp,,0.001371,3288,0,OTH,,6,3456,0,0
2020-09-02 15:00:15.329813004,CUhwFI2YjMkHyGju97,10.8.0.117,47810,147.32.83.230,8000,tcp,http,175.358599,854,523,S1,ShADTad,7,1494,6,855
2020-09-02 15:00:37.578785896,CIrUMN3KNrQM1GRnU7,10.8.0.117,47812,147.32.83.230,8000,tcp,http,178.204267,982,506,S1,ShADaTd,8,1674,7,890
2020-09-02 15:05:39.879354000,C8sfl725CXwZxJA19,10.8.0.117,60690,69.171.250.20,443,tcp,,200.249416,31,62,SF,DadAFfR,5,267,5,322
2020-09-02 15:04:55.702759027,CsoUVu4Fhghm5bhjPi,10.8.0.117,44670,157.240.30.34,443,tcp,,0.050650,31,31,OTH,DadA,2,135,2,135
2020-09-02 15:05:55.344522953,C9x7S83q8VCbuVz4wl,10.8.0.117,47848,147.32.83.230,8000,tcp,http,304.083738,854,736,SF,ShADadfF,14,1590,6,1056
2020-09-02 15:11:08.883855104,C87Hmm4A4X0zugsEQ2,10.8.0.117,47848,147.32.83.230,8000,tcp,,,,,SH,F,1,52,0,0
2020-09-02 15:11:18.372335911,C9eDL02Z2TzomJlJCc,10.8.0.117,47848,147.32.83.230,8000,tcp,,,,,SH,F,1,52,0,0
2020-09-02 15:11:37.348275900,CXAp722KpCKULZQFR4,10.8.0.117,47848,147.32.83.230,8000,tcp,,,,,SH,F,1,52,0,0
2020-09-02 15:06:49.350353956,CDJdZD4p2nNj5M9357,74.125.71.188,5228,10.8.0.117,57736,tcp,,0.022804,24,32,OTH,DadA,2,128,2,136
2020-09-02 15:06:50.773905039,Ccro1mS22D3jyUpff,10.8.0.117,37500,172.217.23.234,443,tcp,ssl,300.072549,2065,4116,RSTR,ShADadfr,12,2697,11,4684
2020-09-02 15:06:49.892546892,CIHpC12dfDgsNlCXy5,10.8.0.117,40176,216.58.201.78,443,tcp,ssl,300.505891,2858,2320,RSTR,ShADadfr,15,3646,14,3044
2020-09-02 15:06:50.087754965,ChwjLE3hGrc8M9TmMk,10.8.0.117,37498,172.217.23.234,443,tcp,ssl,300.670556,18944,5758,RSTR,ShADadTfr,36,28918,24,7002
2020-09-02 15:12:15.301645041,CMOi7B2zUW24plOiF3,10.8.0.117,47848,147.32.83.230,8000,tcp,,,,,SH,F,1,52,0,0
2020-09-02 15:08:34.030073881,CglIZy1UdDnXPL8Pg7,10.8.0.117,60756,69.171.250.20,443,tcp,,228.484099,103,3142,SF,^dADaFf,8,519,9,3610
2020-09-02 15:13:09.389620066,ClA6P418lNNZe1ZeAa,10.8.0.117,45726,8.8.8.8,53,udp,dns,0.009085,44,116,SF,Dd,1,72,1,144
2020-09-02 15:13:09.453067064,Cyw1E94W8FfeSPczJk,10.8.0.117,60718,8.8.8.8,53,udp,dns,0.018982,40,56,SF,Dd,1,68,1,84
2020-09-02 15:13:39.478319883,C0jMGu1frh9ei1Wmqc,10.8.0.117,60710,8.8.8.8,53,udp,dns,0.009136,42,58,SF,Dd,1,70,1,86
2020-09-02 15:13:09.500013112,CTR20RJdctfs2S6Vd,10.8.0.1,3,10.8.0.117,4,icmp,,30.022600,3288,0,OTH,,6,3456,0,0
2020-09-02 15:13:39.490681887,CECH941TaCi426ROp8,10.8.0.117,41732,216.58.201.106,443,tcp,ssl,241.293830,2861,4367,SF,ShADadTfFr,18,5891,19,5363
2020-09-02 15:13:56.088139057,CoqeK14slRRWT3jSG3,10.8.0.117,41734,216.58.201.106,443,tcp,ssl,240.329764,2405,4554,SF,ShADadfFr,18,3349,22,5670
2020-09-02 15:17:56.417140961,COs0MF2BvtxqwwWZBl,10.8.0.117,16281,8.8.8.8,53,udp,dns,0.009862,42,58,SF,Dd,1,70,1,86
2020-09-02 15:13:09.400631905,C3qGIs31FfFuJTCsJ5,10.8.0.117,55510,172.217.23.238,443,tcp,ssl,300.073320,1485,1597,RSTR,ShADadfr,10,2013,10,2113
2020-09-02 15:13:09.474052906,CpQlXd1LM3lzSZ1a18,10.8.0.117,44132,216.58.201.74,443,tcp,ssl,300.061333,8149,2455,RSTR,ShADadTfr,21,15994,13,3127
2020-09-02 15:13:40.111387014,CjHunXxX4zxwLRYT7,74.125.71.188,5228,10.8.0.117,57736,tcp,,0.027073,342,38,OTH,DdA,2,446,1,90
2020-09-02 15:20:15.712827921,CXk9dMG9XyeMdT6c,10.8.0.117,44670,157.240.30.34,443,tcp,,0.050654,31,31,OTH,DadA,2,135,2,135
2020-09-02 15:26:19.886744976,Ci1SH62mLUPecPJx5d,10.8.0.117,38796,104.244.42.195,443,tcp,ssl,0.188805,896,742,SF,ShADadFfR,10,1400,9,1218
2020-09-02 15:26:20.070966959,CupYkjJ1BXaXaZk94,10.8.0.117,54094,34.102.215.127,443,tcp,ssl,0.186258,927,1372,SF,ShADadFf,10,1455,10,1900
2020-09-02 15:26:19.691025019,CovR8F24TUZtn0RYGj,10.8.0.117,1075,8.8.8.8,53,udp,dns,0.009263,36,52,SF,Dd,1,64,1,80
2020-09-02 15:22:00.350404978,COgrNhV07IbVLgDyg,74.125.71.188,5228,10.8.0.117,57736,tcp,,0.020068,24,26,OTH,DdA,2,128,1,78
2020-09-02 15:26:19.702567101,Cmz3aX3s2GpoaPURW,10.8.0.117,54090,34.102.215.127,443,tcp,ssl,60.009351,1785,1790,SF,ShADadfFr,18,2729,18,2710
2020-09-02 15:27:20.297641993,Cj4sBHa0s2uYpSCc3,10.8.0.117,62139,8.8.8.8,53,udp,dns,0.000865,33,120,SF,Dd,1,61,1,148
2020-09-02 15:27:20.320450068,CaStVq1Pbq8KOU84Ug,10.8.0.1,3,10.8.0.117,4,icmp,,,,,OTH,,1,576,0,0
2020-09-02 15:27:20.300543070,CokYEW2q0cjgDIE5Gi,10.8.0.117,41360,104.244.42.66,443,tcp,ssl,300.203017,3612,1605,SF,ShADadTFfRR,46,7337,27,3017
2020-09-02 15:05:59.255357027,CYLKkn2Rnl8tV76MRi,10.8.0.117,47850,147.32.83.230,8000,tcp,http,1808.665546,1445,969,RSTR,ShADdTatr,148,9156,123,7874
2020-09-02 15:31:50.362519026,CXYOR91l3zR6DkwXc4,10.8.0.117,57736,74.125.71.188,5228,tcp,,0.063148,28,26,OTH,DadA,2,132,2,130
2020-09-02 15:36:57.062417030,CWv0Vcp99wjubqe5l,10.8.0.117,44670,157.240.30.34,443,tcp,,0.233831,0,53,OTH,^dt,0,0,4,420
